accession_number,dataset_url,dataset_name,num_subjects,modalities,dx_status,ages,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author
ds005191,https://openneuro.org/datasets/ds005191/versions/1.0.2,Mind Captioning,6,"MRI - func, MRI - anat",,,https://www.biorxiv.org/content/10.1101/2024.04.23.590673v1,"Horikawa, T. Mind captioning: Evolving descriptive text of mental content from human brain activity. bioRxiv (2024).","Horikawa, Tomoyasu"
ds005194,https://openneuro.org/datasets/ds005194/versions/1.1.0,Differential cortical and subcortical visual processing with eyes shut,8,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",10.1152/jn.00073.2024,,"Ling, Sam"
ds005207,https://openneuro.org/datasets/ds005207/versions/1.0.0,Surrey cEEGrid sleep data set,20,EEG,Healthy / Control,,https://doi.org/10.1111/jsr.12786,https://doi.org/10.1111/jsr.12786,"Vos, Maarten De"
ds005215,https://openneuro.org/datasets/ds005215/versions/1.0.0,NarrativePuzzle,65,"MRI - anat, MRI - func",Healthy / Control,,,,"Shim, Won Mok"
ds005216,https://openneuro.org/datasets/ds005216/versions/1.1.0,UltraCortex: Submillimeter Ultra-High Field 9.4T Brain MR Image Collection and Manual Cortical Segmentations,78,MRI - anat,,"18-25, 26-34, 35-50, 51-65",,,"Scheffler, Klaus"
ds005226,https://openneuro.org/datasets/ds005226/versions/1.0.0,An fMRI Dataset of Human Interpretation of Images with Varying Degrees of Occlusion,78,MRI - anat,,"18-25, 26-34, 35-50, 51-65",,,"Yan, Bin"
ds005230,https://openneuro.org/datasets/ds005230/versions/1.0.0,Reinforcement-Learning Generalization,44,"MRI - func, MRI - anat",Healthy / Control,,,,"Gale, Dan"
ds005233,https://openneuro.org/datasets/ds005233/versions/1.0.2,Bat rsfMRI,13,"MRI - func, MRI - anat",,,https://doi.org/10.1073/pnas.2306029121,,"Keliris, Georgios A."
ds005234,https://openneuro.org/datasets/ds005234/versions/2.1.7,Perception of vowel sounds in children with autism spectrum disorders and typically developing children (MEG/ERF study),75,"MRI - anat, MEG",ASD,"0-10, 11-17",,,"Orekhova, Elena V."
ds005236,https://openneuro.org/datasets/ds005236/versions/1.0.0,Effects of environmental enrichment on brain microstructure in C58 mice (adult cohort),59,"MRI - dwi, MRI - anat",,,,,"Lewis, Mark H."
ds005237,https://openneuro.org/datasets/ds005237/versions/1.0.6,Transdiagnostic Connectome Project,241,"MRI - func, MRI - anat",Transdiagnotic,"18-25, 26-34, 35-50, 51-65, 66+",,"hopra, S., Cocuzza, C. V., Lawhead, C., Ricard, J. A., Labache, L., Patrick, L., Kumar, P., Rubenstein, A., Moses, J., Chen, L., Blankenbaker, C., Gillis, B., Germine, L. T., Harpaz-Rote, I., Yeo, B. T. T., Baker, J. T., & Holmes, A. J. (2022). The Transdiagnostic Connectome Project: a richly phenotyped open dataset for advancing the study of brain-behavior relationships in psychiatry. BioRxiv; Chopra, S., Dhamala, E., Lawhead, C., Ricard, J. A., Orchard, E. R., An, L., ... & Holmes, A. J. (2022). Reliable and generalizable brain-based predictions of cognitive functioning across common psychiatric illness. medRxiv, 2022-12.","Holmes, Avram J."
ds005238,https://openneuro.org/datasets/ds005238/versions/1.0.0,High-resolution CBV and BOLD in the human somatosensory cortex during finger stimulation at 7T,11,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50",,,", Laurentius (Renzo) Huber"
ds005239,https://openneuro.org/datasets/ds005239/versions/1.0.1,motor-fmri,4,"MRI - func, MRI - anat",Healthy / Control,,,,"Nusbaum, H."
ds005241,https://openneuro.org/datasets/ds005241/versions/1.1.0,NeuroMorph: A High-Temporal Resolution MEG Dataset for Morpheme-Based Linguistic Analysis,24,MEG,,,,,"Marantz, Alec"
ds005250,https://openneuro.org/datasets/ds005250/versions/1.1.5,Single-echo/multi-echo comparison pilot,8,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",,,"Satterthwaite, Theodore D."
ds005258,https://openneuro.org/datasets/ds005258/versions/1.0.5,Full-Body Mobility Data to Validate Inertial Measurement Unit Algorithms in Healthy and Neurological Cohorts,2,,,"18-25, 26-34",https://doi.org/10.3390/data7100136,,"Maetzler, Walter"
ds005261,https://openneuro.org/datasets/ds005261/versions/1.0.0,Gloups_MEG,17,"MRI - anat, MEG",,"18-25, 26-34",,,"Badier, Jean-Michel"
ds005262,https://openneuro.org/datasets/ds005262/versions/1.0.0,ArEEG: Arabic Inner Speech EEG dataset,12,EEG,,,,,"Selim, Sahar"
ds005263,https://openneuro.org/datasets/ds005263/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Incentivized Reaching,68,"MRI - func, MRI - anat",Healthy / Control,,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T."
ds005264,https://openneuro.org/datasets/ds005264/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Ultra-High Field Functional Connectivity,21,"MRI - func, MRI - anat",Healthy / Control,,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T."
ds005265,https://openneuro.org/datasets/ds005265/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Approach-Avoid,78,"MRI - func, MRI - anat",Healthy / Control,,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T."
ds005266,https://openneuro.org/datasets/ds005266/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Active Escape,68,"MRI - func, MRI - anat",Healthy / Control,,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T."
ds005267,https://openneuro.org/datasets/ds005267/versions/1.0.1,Fixating Targets in Visual Search: The Role of Dorsal and Ventral Attention Networks in the Processing of Relevance and Rarity,21,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Koerner, Christof"
ds005270,https://openneuro.org/datasets/ds005270/versions/1.0.0,BOLD variability during cognitive control for an adult lifespan sample,158,"MRI - func, MRI - anat, MRI - dwi",Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+","https://doi.org/10.1016/j.neurobiolaging.2021.03.019, https://doi.org/10.1162/jocn_a_01685, https://doi.org/10.1016/j.neurobiolaging.2022.01.010, https://doi.org/10.1093/scan/nsad044, https://doi.org/10.1101/2023.10.22.563476",,"Grady, Cheryl L"
ds005273,https://openneuro.org/datasets/ds005273/versions/1.0.0,Neural representation of consciously seen and unseen information,33,EEG,Healthy / Control,,,,"González-López, José A."
ds005274,https://openneuro.org/datasets/ds005274/versions/1.0.0,UV_EEG,22,EEG,,"18-25, 26-34",,,"Ito, Yukako"
ds005279,https://openneuro.org/datasets/ds005279/versions/1.0.3,Picture-Word Interference Dataset,30,"MRI - anat, MEG",Healthy / Control,,,,"Meltzer, Jed A."
ds005295,https://openneuro.org/datasets/ds005295/versions/1.0.2,TODO: name of the dataset,17,"MRI - func, MRI - anat",,"18-25, 35-50",,,"White, Alex"
ds005296,https://openneuro.org/datasets/ds005296/versions/1.0.0,Sentence semantic and syntactic violations,62,EEG,Deaf and Hearing,,,,"Holcomb, Phillip J."
ds005299,https://openneuro.org/datasets/ds005299/versions/1.0.0,Maternal Brain Project,1,"MRI - anat, MRI - dwi",,,,,"Jacobs, Emily G."
ds005304,https://openneuro.org/datasets/ds005304/versions/1.0.3,Neural Bases of Psychological Reactance: An fMRI Study on Assertive and Non-assertive Health Communication,35,"MRI - anat, MRI - func",Healthy / Control,,,,
ds005305,https://openneuro.org/datasets/ds005305/versions/1.0.1,EEG Resting-state Microstates Correlates of Executive Functions,165,EEG,Healthy / Control,,https://doi.org/10.1016/j.cortex.2024.05.019,,"Sébastien, Scannella"
ds005307,https://openneuro.org/datasets/ds005307/versions/1.0.1,Laser-evoked potentials in the human spinal cord and cortex,7,EEG,,,,,"Eippert, Falk"
ds005340,https://openneuro.org/datasets/ds005340/versions/1.0.4,Fundamental frequency predominantly drives talker differences in auditory brainstem responses to continuous speech,15,EEG,Healthy / Control,"18-25, 26-34, 35-50","https://doi.org/10.1121/10.0034329, https://doi.org/10.1101/2024.07.12.603125",,"Maddox, Ross K."
ds005342,https://openneuro.org/datasets/ds005342/versions/1.0.3,EEG data offline and online during motor imagery for standing and sitting,32,EEG,Healthy / Control,"18-25, 26-34",10.3389/fninf.2022.961089,"Triana-Guzman N, Orjuela-Cañon AD, Jutinico AL, Mendoza-Montoya O and Antelis JM (2022) Decoding EEG rhythms offline and online during motor imagery for standing and sitting based on a brain-computer interface. Front. Neuroinform. 16:961089.","Antelis, Javier M"
ds005355,https://openneuro.org/datasets/ds005355/versions/1.0.1,BSC_BIDS_071724,12,"MRI - func, MRI - anat",Healthy / Control,,,"Owens, E. A. and Duncan, R. O. (2024). Evidence of a hierarchical representation in bodily self-consciousness: The neural correlates of embodiment and presence in virtual worlds. [In submission]","Owens, Evan A."
ds005357,https://openneuro.org/datasets/ds005357/versions/1.0.0,Neurogame Project,45,"MRI - anat, MRI - func",Healthy / Control,,,,"2, Author"
ds005360,https://openneuro.org/datasets/ds005360/versions/1.0.0,Hormone Health Study (HHS),22,"MRI - dwi, MRI - anat",Healthy / Control,"18-25, 26-34",http://dx.doi.org/10.1002/hbm.26785,,"Grafton, Scott T."
ds005363,https://openneuro.org/datasets/ds005363/versions/1.0.0,Object recognition in healthy aging (ORHA) - EEG,43,EEG,Healthy / Control,,,,"Cichy, Radoslaw M."
ds005364,https://openneuro.org/datasets/ds005364/versions/1.0.0,neuroCOVID MRI dWI and fMRI with reversal learning,100,"MRI - anat, MRI - dwi, MRI - func",COVID-19,"18-25, 26-34, 35-50, 51-65, 66+",https://doi.org/10.1101/2024.05.01.24306655,https://doi.org/10.1101/2024.05.01.24306655,"Billeke, Pablo"
ds005365,https://openneuro.org/datasets/ds005365/versions/1.0.1,Neurobiological substrates of Altered State of Consciousness Induced by High Ventilation Breathwork,1,"MRI - func, MRI - anat",Healthy / Control,26-34,,,"Colasanti, Alessandro"
ds005366,https://openneuro.org/datasets/ds005366/versions/1.2.0,Large-scale fMRI dataset for the design of motor-based Brain-Computer Interfaces,155,"MRI - func, MRI - anat","Healthy, epilepsy, tumor","0-10, 11-17, 18-25, 26-34, 35-50, 51-65, 66+",,,"Branco, Mariana P."
ds005371,https://openneuro.org/datasets/ds005371/versions/1.1.3,Test-retest reliability of multi-metabolite edited MRS at 3T using PRESS and sLASER localization,14,MRI - anat,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",,,"Mikkelsen, Mark"
ds005374,https://openneuro.org/datasets/ds005374/versions/1.0.1,Object recognition in healthy aging (ORHA) - fMRI,43,"MRI - func, MRI - anat",,"18-25, 26-34, 51-65, 66+",,,"Cichy, Radoslaw M."
ds005375,https://openneuro.org/datasets/ds005375/versions/1.0.0,POLEX,58,"MRI - func, MRI - anat",Healthy / Control,,https://doi.org/10.31219/osf.io/658rs,,"Pretus, Clara"
ds005381,https://openneuro.org/datasets/ds005381/versions/1.0.0,Discrimination-Estimation Task,50,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Lee, Sang-Hun"
ds005383,https://openneuro.org/datasets/ds005383/versions/1.0.0,"TMNRED, A Chinese Language EEG Dataset for Fuzzy Semantic Target Identification in Natural Reading Environments",30,EEG,Healthy / Control,,,"TMNRED, A Chinese Language EEG Dataset for Fuzzy Semantic Target Identification in Natural Reading Environments","Ming, Dong"
ds005385,https://openneuro.org/datasets/ds005385/versions/1.0.2,Resting-state EEG data before and after cognitive activity across the adult lifespan and a 5-year follow-up,608,EEG,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",,,"Getzmann, Stephan"
ds005386,https://openneuro.org/datasets/ds005386/versions/1.0.0,AttExp_fMRI,52,"MRI - func, MRI - anat",,,https://doi.org/10.1101/2024.05.20.594985,,"Losada, Marta Becerra"
ds005397,https://openneuro.org/datasets/ds005397/versions/1.0.3,Affordances of stairs,26,EEG,Healthy / Control,"18-25, 26-34, 51-65",,,"Gramann, Klaus"
ds005398,https://openneuro.org/datasets/ds005398/versions/1.0.1,Open iEEG Dataset,185,iEEG,,"0-10, 11-17, 18-25, 26-34, 35-50",https://www.medrxiv.org/content/10.1101/2024.07.10.24310189v1,,"Nariai, Hiroki"
ds005401,https://openneuro.org/datasets/ds005401/versions/1.1.1,An fMRI Dataset for Appetite Neural Correlates in People Living with Motor Neuron Disease,59,"MRI - func, MRI - anat",Motor Neuron Disease,"26-34, 35-50, 51-65, 66+",,,
ds005402,https://openneuro.org/datasets/ds005402/versions/1.0.0,MPTP mouse,34,"MRI - dwi, MRI - anat, MRI - func",parkinson,,,,"Grandjean, Joanes"
ds005403,https://openneuro.org/datasets/ds005403/versions/1.0.1,Delayed Auditory Feedback EEG/EGG,32,EEG,Healthy / Control,,,,"Nusbaum, H."
ds005406,https://openneuro.org/datasets/ds005406/versions/1.0.0,EEG frequency tagging reveals the integration of dissimilar observed actions,29,EEG,,,https://www.biorxiv.org/content/10.1101/2024.05.10.593473v1,https://www.biorxiv.org/content/10.1101/2024.05.10.593473v1,"Cracco, Emiel"
ds005410,https://openneuro.org/datasets/ds005410/versions/1.0.1,Semantic_conditioning,81,EEG,,,,,"Pavlov, Yuri G."
ds005411,https://openneuro.org/datasets/ds005411/versions/1.0.1,Free Recall of Word Lists with Repeated Items,48,iEEG,,"18-25, 26-34, 35-50, 51-65",,,"Kahana, Michael J."
ds005412,https://openneuro.org/datasets/ds005412/versions/1.0.0,Grant DataSet,1,MRI - anat,,45613,,,"None, "
ds005415,https://openneuro.org/datasets/ds005415/versions/1.0.0,Numbers,13,"MRI - anat, iEEG",Epilepsy,,,,"Raslan, Ahmed M."
ds005416,https://openneuro.org/datasets/ds005416/versions/1.0.1,Fatigue Characterization of EEG under Mixed Reality Stereo Vision,23,EEG,,,,,"Li, Qi"
ds005418,https://openneuro.org/datasets/ds005418/versions/3.2.0,Cerebrovascular Reactivity Normative Dataset,35,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65, 66+",,,"Goldman, Serge"
ds005420,https://openneuro.org/datasets/ds005420/versions/1.0.0,Resting state EEG with closed eyes and open eyes in females from 60 to 80 years old,37,EEG,Other,,,,"Chiapas, José María De La Roca"
ds005422,https://openneuro.org/datasets/ds005422/versions/1.0.1,NextBrain Data Extension,1,MRI - anat,,,,,"Jaunmuktane, Zane"
ds005427,https://openneuro.org/datasets/ds005427/versions/1.1.1,The neural dynamics associated with computational complexity,20,"MRI - func, MRI - anat",Healthy / Control,,,https://doi.org/10.1101/2022.01.05.475102,"Murawski, Carsten"
ds005429,https://openneuro.org/datasets/ds005429/versions/1.0.0,"Auditory oddball comparison (Optimum-1, Learning-oddball, and the local–global paradigm)",15,EEG,Healthy / Control,"18-25, 26-34, 35-50",https://doi.org/10.1002/ana.24779; https://doi.org/10.1093/cercor/bhad031; https://doi.org/10.1016/j.clinph.2020.07.015,https://doi.org/10.1111/ejn.16302,"Sarasso, Simone"
ds005449,https://openneuro.org/datasets/ds005449/versions/1.0.0,Valenced tactile information is evoked by neutral visual cues following emotional learning,122,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Todd, R. M."
ds005450,https://openneuro.org/datasets/ds005450/versions/0.9.0,BOBS Repo,51,MRI - anat,,,,,"Elison, Jed T."
ds005454,https://openneuro.org/datasets/ds005454/versions/1.0.0,fMRIPrep boot camp -- 7T training dataset,5,"MRI - anat, MRI - func",,"26-34, 35-50",,,"Grouiller, Frédéric"
ds005455,https://openneuro.org/datasets/ds005455/versions/1.1.5,An fMRI dataset for investigating language control and cognitive control in bilinguals,77,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",,,"Guo, Taomei"
ds005464,https://openneuro.org/datasets/ds005464/versions/1.0.1,Priority,29,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Davachi, Lila"
ds005467,https://openneuro.org/datasets/ds005467/versions/1.0.0,University of Florida Mouse Sepsis fMRI Study,24,"MRI - anat, MRI - func",,,,,"Febo, Marcelo"
ds005468,https://openneuro.org/datasets/ds005468/versions/1.0.2,Coordinated Representations for Naturalistic Memory Encoding and Retrieval in Hippocampal Neural Subspaces,24,"MRI - func, MRI - anat",Healthy / Control,18-25,,,"Shim, Won Mok"
ds005469,https://openneuro.org/datasets/ds005469/versions/2.0.0,Sense of agency in free and coerced moral decision-making among civilians and military personnel,43,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Caspar, Emilie"
ds005472,https://openneuro.org/datasets/ds005472/versions/1.0.0,ds004331-fmriprep,0,,,,,,"Team, OpenNeuro Preprocessing"
ds005479,https://openneuro.org/datasets/ds005479/versions/1.0.2,Monetary Incentive Delay task,37,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",https://doi.org/10.1016/j.bbr.2023.114640,,"Szatkowska, Iwona"
ds005481,https://openneuro.org/datasets/ds005481/versions/1.0.0,ds004496-fmriprep,0,,,,,,"Team, OpenNeuro Preprocessing"
ds005486,https://openneuro.org/datasets/ds005486/versions/1.0.0,PREDICT,159,EEG,,,,,"Seminowicz, David A."
ds005489,https://openneuro.org/datasets/ds005489/versions/1.0.3,Free Recall with Open-Loop Stimulation at Encoding,38,iEEG,,"18-25, 26-34, 35-50",,,"Kahana, Michael J."
ds005491,https://openneuro.org/datasets/ds005491/versions/1.0.0,Categorized Free Recall with Open-Loop Stimulation at Encoding,19,iEEG,,"18-25, 26-34, 35-50",,,"Kahana, Michael J."
ds005492,https://openneuro.org/datasets/ds005492/versions/1.0.0,Neurowater Project,35,"MRI - anat, MRI - func",,,,,"2, Author"
ds005494,https://openneuro.org/datasets/ds005494/versions/1.0.1,Cued Recall of Paired Associates with Open-Loop Stimulation at Encoding or Retrieval,20,iEEG,,"18-25, 26-34, 35-50, 51-65",,,"Kahana, Michael J."
ds005496,https://openneuro.org/datasets/ds005496/versions/1.0.1,Whisker Stim,6,"MRI - func, MRI - anat",,,https://doi.org/10.7554/eLife.95528.1,,"Yu, Xin"
ds005497,https://openneuro.org/datasets/ds005497/versions/1.0.0,Visual Stim,19,"MRI - func, MRI - anat",,,https://doi.org/10.7554/eLife.95528.1,,"Yu, Xin"
